SERVICEREQUESTID,STREETADDRESS,CITY,STATE,ZIPCODE,SERVICECODE,SERVICECODEDESCRIPTION,SERVICETYPECODEDESCRIPTION,ORGANIZATIONACRONYM,SERVICECALLCOUNT,ADDDATE,RESOLUTIONDATE,SERVICEDUEDATE,SERVICEORDERDATE,INSPECTIONFLAG,INSPECTIONDATE,INSPECTORNAME,SERVICEORDERSTATUS,STATUS_CODE,PRIORITY,DETAILS,WARD,XCOORD,YCOORD,LATITUDE,LONGITUDE,MARADDRESSREPOSITORYID,GIS_ID,GLOBALID,CREATED,EDITED,GDB_FROM_DATE,GDB_TO_DATE,GDB_ARCHIVE_OID,OBJECTID
25-00000358,718 55TH STREET NE,WASHINGTON,DC,20019.0,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,1735763766000,1737653479000.0,1736398740000,1735763766000,,,,Closed,,Standard,,Ward 7,406754.97000000003,136811.91,38.89913308,-76.92212834,77479,,{2AAC285F-1FB9-4FA4-E063-782F520AD5CE},,,1735782532000,253402300799000,4419450,11865976
25-00000360,1300 YARDS PLACE SE,WASHINGTON,DC,20003.0,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,1735763891000,1735822294000.0,1735850291000,1735763891000,,,,Closed (Duplicate),,Standard,,Ward 8,399627.9,134042.02,38.8742064,-77.00428809,331690,,{2AAC285F-1FBA-4FA4-E063-782F520AD5CE},,,1735782532000,253402300799000,4419451,11865977
25-00000361,2537 WATERSIDE DRIVE NW,WASHINGTON,DC,20008.0,S0477,Scheduled Yard Waste,SWMA- Solid Waste Management Administration,DPW,1,1735764056000,1740510289000.0,1739422740000,1735764056000,,,,Closed,,Standard,,Ward 2,395028.98,138675.15,38.91592968,-77.05731968,218859,,{2AAC285F-1FBB-4FA4-E063-782F520AD5CE},,,1735782532000,253402300799000,4419452,11865978
25-00000362,5030 SOUTH DAKOTA AVENUE NE,WASHINGTON,DC,20017.0,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,1735764087000,1736865438000.0,1736571540000,1735764087000,,,,Closed,,Standard,,Ward 5,400502.29000000004,142494.0,38.95034496,-76.99420541,14509,,{2AAC285F-1FBC-4FA4-E063-782F520AD5CE},,,1735782532000,253402300799000,4419453,11865979
25-00000363,1300 YARDS PLACE SE,WASHINGTON,DC,20003.0,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,1735764098000,1735822294000.0,1735850498000,1735764098000,,,,Closed (Duplicate),,Standard,,Ward 8,399627.9,134042.02,38.8742064,-77.00428809,331690,,{2AAC285F-1FBD-4FA4-E063-782F520AD5CE},,,1735782532000,253402300799000,4419454,11865980
25-00000368,5517 CHEVY CHASE PARKWAY NW,WASHINGTON,DC,20015.0,SIGNMISS_v2,Roadway Signs,,DDOT,1,1735764459000,1736885659000.0,1752180459000,1735764459000,,,,Closed,,Standard,,Ward 3,393826.35000000003,144028.38,38.9641455,-77.07123509,263129,,{2AAC5DF1-09F1-52A0-E063-792F520A4B34},,,1735783423000,253402300799000,4419457,11865712
25-00000366,1825 JACKSON STREET NE,WASHINGTON,DC,20018.0,S0477,Scheduled Yard Waste,SWMA- Solid Waste Management Administration,DPW,1,1735764208000,1740592867000.0,1739249940000,1735764208000,,,,Closed,,Standard,,Ward 5,401870.42,140233.66,38.92998131,-76.97842837,55173,,{2AAC5DF1-09EF-52A0-E063-792F520A4B34},,,1735783423000,253402300799000,4419455,11865710
25-00000367,441 G STREET NW,WASHINGTON,DC,20548.0,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,1735764312000,1735853045000.0,1735850712000,1735764312000,,,,Closed,,Standard,,Ward 6,398489.55,136796.6,38.89901948,-77.01741252,237589,,{2AAC5DF1-09F0-52A0-E063-792F520A4B34},,,1735783423000,253402300799000,4419456,11865711
25-00000369,1606 EAST CAPITOL STREET NE,WASHINGTON,DC,20003.0,CONTREMO,Container Removal,SWMA- Solid Waste Management Admistration,DPW,1,1735764619000,1744044403000.0,1738270219000,1735764619000,,,,Closed,,Standard,,Ward 7,401575.11,135803.69,38.8900752,-76.98184435,60113,,{2AAC5DF1-09F2-52A0-E063-792F520A4B34},,,1735783423000,253402300799000,4419458,11865713
25-00000370,423 COLUMBIA ROAD NW,WASHINGTON,DC,20001.0,S0346,Sanitation Enforcement,SWMA- Solid Waste Management Admistration,DPW,1,1735764690000,1735841721000.0,1736369490000,1735764690000,,,,Closed,,Standard,,Ward 1,398338.32,140099.86000000002,38.92877642,-77.0191639,229388,,{2AAC5DF1-09F3-52A0-E063-792F520A4B34},,,1735783423000,253402300799000,4419459,11865714
25-00000371,5639 CLAY PLACE NE,WASHINGTON,DC,20019.0,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,1735764754000,1736296019000.0,1736380740000,1735764754000,,,,Canceled,,Standard,,Ward 7,406984.71,136204.89,38.89366303,-76.91948606,288692,,{2AAC5DF1-09F4-52A0-E063-792F520A4B34},,,1735783423000,253402300799000,4419460,11865715
25-00000372,427 Q STREET NW,WASHINGTON,DC,20001.0,RATREPLACECONTRS,Rat Replacement Containers,SWMA- Solid Waste Management Admistration,DPW,1,1735764755000,1735824425000.0,1736974355000,1735764755000,,,,Closed,,Standard,,Ward 2,398450.83,138161.91,38.91131894,-77.01786196,237369,,{2AAC5DF1-09F5-52A0-E063-792F520A4B34},,,1735783423000,253402300799000,4419461,11865716
25-00000373,429 5TH STREET NE,WASHINGTON,DC,20002.0,S0477,Scheduled Yard Waste,SWMA- Solid Waste Management Administration,DPW,1,1735764765000,1739566888000.0,1739595540000,1735764765000,,,,Closed,,Standard,,Ward 6,400063.77,136420.09,38.89562937,-76.99926489,24281,,{2AAC5DF1-09F6-52A0-E063-792F520A4B34},,,1735783423000,253402300799000,4419462,11865717
25-00000376,2837 29TH PLACE NW,WASHINGTON,DC,20008.0,S0181,Illegal Dumping,SWMA- Solid Waste Management Admistration,DPW,1,1735764941000,1739901685000.0,1737492941000,1735764941000,,,,Closed,,Standard,,Ward 3,394965.91000000003,139723.43,38.92537257,-77.05805461,220221,,{2AAC5DF1-09F7-52A0-E063-792F520A4B34},,,1735783423000,253402300799000,4419463,11865718
25-00000377,1214 FLORIDA AVENUE NE,WASHINGTON,DC,20002.0,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,1735765156000,1735918620000.0,1736369955000,1735765156000,,,,Closed,,Standard,,Ward 5,400904.13,137205.83000000002,38.90270714,-76.98957662,71622,,{2AAC93A5-A2BC-4AFF-E063-782F520A34A9},,,1735784322000,253402300799000,4419465,11865982
25-00000374,CLAY STREET NE AND 58TH STREET NE,WASHINGTON,DC,20019.0,S0457,Tree Inspection,Urban Forrestry,DDOT,1,1735764824000,1735842498000.0,1736369624000,1735764824000,,,,Closed,,Standard,,Ward 7,407132.94998857,136153.15001178,38.89319541,-76.91777781,905032,,{2AAC93A5-A2BB-4AFF-E063-782F520A34A9},,,1735784322000,253402300799000,4419464,11865981
25-00000378,1117 MONTELLO AVENUE NE,WASHINGTON,DC,20002.0,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,1735765262000,1735834876000.0,1736370062000,1735765262000,,,,Closed,,Standard,,Ward 5,400897.0,137256.47,38.90316333,-76.98965875,73712,,{2AAC93A5-A2BD-4AFF-E063-782F520A34A9},,,1735784322000,253402300799000,4419466,11865983
25-00000379,1604 NEWTON STREET NE,WASHINGTON,DC,20018.0,S0477,Scheduled Yard Waste,SWMA- Solid Waste Management Administration,DPW,1,1735765323000,1739033948000.0,1739249940000,1735765323000,,,,Closed,,Standard,,Ward 5,401524.57,140699.02,38.93417408,-76.98241604,60261,,{2AAC93A5-A2BE-4AFF-E063-782F520A34A9},,,1735784322000,253402300799000,4419467,11865984
25-00000380,60 FLORIDA AVENUE NW,WASHINGTON,DC,20001.0,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,1735765346000,1736862400000.0,1736571540000,1735765346000,,,,Closed,,Standard,,Ward 5,398987.49,138206.65,38.91172275,-77.01167433,236760,,{2AAC93A5-A2BF-4AFF-E063-782F520A34A9},,,1735784322000,253402300799000,4419468,11865985
25-00000381,1343 SOMERSET PLACE NW,WASHINGTON,DC,20011.0,S0316,Recycling Cart Delivery,SWMA- Solid Waste Management Admistration,DPW,1,1735765353000,1741970306000.0,1738270953000,1735765353000,,,,Closed,,Standard,,Ward 4,397293.01,144346.77,38.96703116,-77.03123606,257501,,{2AAC93A5-A2C0-4AFF-E063-782F520A34A9},,,1735784322000,253402300799000,4419469,11865986
25-00000383,3439 OAKWOOD TERRACE NW,WASHINGTON,DC,20010.0,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,1735765439000,1736783826000.0,1736830740000,1735765439000,,,,Closed,,Standard,,Ward 1,396711.66000000003,140814.23,38.9352071,-77.03792734,234033,,{2AAC93A5-A2C1-4AFF-E063-782F520A34A9},,,1735784322000,253402300799000,4419470,11865987
25-00000384,913 7TH STREET NE,WASHINGTON,DC,20002.0,S0346,Sanitation Enforcement,SWMA- Solid Waste Management Admistration,DPW,1,1735765714000,1735826233000.0,1736370514000,1735765714000,,,,Closed,,Standard,,Ward 6,400355.73,137100.74,38.90176084,-76.99589897,82199,,{2AAC93A5-A2C2-4AFF-E063-782F520A34A9},,,1735784322000,253402300799000,4419471,11865988
25-00000386,22 WESTOVER AVENUE SW,WASHINGTON,DC,20032.0,S0406,Roadway Repair,SIOD,DDOT,1,1735766110000,,1769721310000,1735766110000,,,,In-Progress,,Standard,,Ward 8,399210.12,130768.53,38.84471748,-77.00909884,296791,,{2AACC947-880F-0FEB-E063-782F520A425C},,,1735785223000,253402300799000,4419472,11865989
25-00000387,3418 BROWN STREET NW,WASHINGTON,DC,20010.0,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,1735766111000,1743521924000.0,1736830740000,1735766111000,,,,Closed,,Standard,,Ward 1,396727.05,140730.5,38.93445289,-77.03774943,309006,,{2AACC947-8810-0FEB-E063-782F520A425C},,,1735785223000,253402300799000,4419473,11865990
25-00000389,6614 2ND STREET NW,WASHINGTON,DC,20012.0,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,1735766316000,1736798832000.0,1736812740000,1735766316000,,,,Closed,,Standard,,Ward 4,398870.97000000003,144755.88,38.97071997,-77.01302859,245279,,{2AACC947-8811-0FEB-E063-782F520A425C},,,1735785223000,253402300799000,4419474,11865991
25-00000390,5808 GEORGIA AVENUE NW,WASHINGTON,DC,20011.0,GRAFF,Graffiti Removal,SWMA- Solid Waste Management Admistration,DPW,1,1735766382000,1741273299000.0,1736975982000,1735766382000,,,,Closed,,Standard,,Ward 4,397546.77,143626.0,38.96053903,-77.02830533,253161,,{2AACC947-8812-0FEB-E063-782F520A425C},,,1735785223000,253402300799000,4419475,11865992
25-00000391,4549 44TH STREET NW,WASHINGTON,DC,20016.0,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,1735766449000,1736872027000.0,1736571540000,1735766449000,,,,Closed,,Standard,,Ward 3,392547.92,142371.24,38.94920764,-77.08596833,265687,,{2AACC947-8813-0FEB-E063-782F520A425C},,,1735785223000,253402300799000,4419476,11865993
25-00000392,3220 13TH STREET NW,WASHINGTON,DC,20010.0,S0441,Trash Collection - Missed,SWMA- Solid Waste Management Admistration,DPW,1,1735766457000,1736089579000.0,1735939257000,1735766457000,,,,Closed,,Standard,,Ward 1,397397.45,140270.46,38.93031095,-77.03001545,231090,,{2AACC947-8814-0FEB-E063-782F520A425C},,,1735785223000,253402300799000,4419477,11865994
25-00000395,1418 LONGFELLOW STREET NW,WASHINGTON,DC,20011.0,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,1735766907000,1736797019000.0,1736830740000,1735766907000,,,,Closed,,Standard,,Ward 4,397023.51,143241.98,38.95707806,-77.03434103,255905,,{2AACFEDF-8798-1461-E063-792F520AA829},,,1735786120000,253402300799000,4419478,11865719
25-00000396,1155 W STREET NE,WASHINGTON,DC,20018.0,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,1735766916000,1735861505000.0,1735853316000,1735766916000,,,,Closed,,Standard,,Ward 5,400894.43,139017.27,38.91902488,-76.98968609,303133,,{2AACFEDF-8799-1461-E063-792F520AA829},,,1735786120000,253402300799000,4419479,11865720
25-00000398,1020 G STREET NE,WASHINGTON,DC,20002.0,S04TP,Tree Planting,Urban Forrestry,DDOT,1,1735766978000,1735831104000.0,1797542978000,1735766978000,,,,Closed,,Standard,,Ward 6,400708.94,136804.89,38.89909551,-76.99182731,75349,,{2AACFEDF-879A-1461-E063-792F520AA829},,,1735786120000,253402300799000,4419480,11865721
25-00000399,5814 EADS STREET NE,WASHINGTON,DC,20019.0,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,1735766995000,1737725382000.0,1737494995000,1735766995000,,,,Closed,,Standard,,Ward 7,407212.51,136464.75,38.8960021,-76.91685744,6416,,{2AACFEDF-879B-1461-E063-792F520AA829},,,1735786120000,253402300799000,4419481,11865722
25-00000400,800 DIVISION AVENUE NE,WASHINGTON,DC,20019.0,S0217,Public Space Litter Can-Collection,SWMA- Solid Waste Management Admistration,DPW,1,1735767170000,1735797680000.0,1735939970000,1735767170000,,,,Closed,,Standard,,Ward 7,406476.45,136899.79,38.89992683,-76.9253383,79556,,{2AACFEDF-879C-1461-E063-792F520AA829},,,1735786120000,253402300799000,4419482,11865723
25-00000401,1427 KEARNY STREET NE,WASHINGTON,DC,20017.0,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,1735767195000,1736868414000.0,1736553540000,1735767195000,,,,Closed,,Standard,,Ward 5,401301.18,140312.23,38.93069012,-76.98499329,63877,,{2AACFEDF-879D-1461-E063-792F520AA829},,,1735786120000,253402300799000,4419483,11865724
25-00000402,3744 JENIFER STREET NW,WASHINGTON,DC,20015.0,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,1735767203000,1736866003000.0,1736571540000,1735767203000,,,,Closed,,Standard,,Ward 3,393619.82,143438.86000000002,38.95883348,-77.07361267,264232,,{2AACFEDF-879E-1461-E063-792F520AA829},,,1735786120000,253402300799000,4419484,11865725
25-00000404,4505 LOWELL STREET NW,WASHINGTON,DC,20016.0,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,1735767410000,1736868423000.0,1736571540000,1735767410000,,,,Closed,,Standard,,Ward 3,392278.14,140531.58000000002,38.93263312,-77.08905985,265208,,{2AACFEDF-879F-1461-E063-792F520AA829},,,1735786120000,253402300799000,4419485,11865726
25-00000409,1706 BAY STREET SE,WASHINGTON,DC,20003.0,ILLEGALCON,DOB - Illegal Construction,Department of Buildings (DOB),DOB,1,1735767698000,1736952069000.0,1740087698000,1735767698000,,,,Closed,,Standard,,Ward 7,401705.17,135442.7,38.88682303,-76.9803461,57736,,{2AACFEDF-87A3-1461-E063-792F520AA829},,,1735786120000,253402300799000,4419489,11865730
25-00000405,1536 D STREET NE,WASHINGTON,DC,20002.0,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,1735767425000,1737663979000.0,1736398740000,1735767425000,,,,Closed,,Standard,,Ward 7,401532.73,136345.41,38.89495529,-76.98233164,60976,,{2AACFEDF-87A0-1461-E063-792F520AA829},,,1735786120000,253402300799000,4419486,11865727
25-00000406,1633 13TH STREET NW,WASHINGTON,DC,20009.0,PubspceInsp,Public Space Inspection,,DDOT,1,1735767427000,1736576059000.0,1743197827000,1735767427000,,,,Closed,,Standard,,Ward 2,397456.43,138249.9,38.91210893,-77.02932774,309046,,{2AACFEDF-87A1-1461-E063-792F520AA829},,,1735786120000,253402300799000,4419487,11865728
25-00000408,1442 SPRING ROAD NW,WASHINGTON,DC,20010.0,RECCONRE,Recycling Cart - Repair,SWMA- Solid Waste Management Admistration,DPW,1,1735767661000,1737030239000.0,1738273261000,1735767661000,,,,Closed,,Standard,,Ward 1,396970.12,141039.97,38.93724156,-77.03494729,258957,,{2AACFEDF-87A2-1461-E063-792F520AA829},,,1735786120000,253402300799000,4419488,11865729
25-00000419,817 L STREET SE,WASHINGTON,DC,20003.0,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,1735768252000,1736527156000.0,1737496252000,1735768252000,,,,Closed,,Standard,,Ward 8,400498.55,134391.52,38.8773551,-76.99425444,80465,,{2AAD347F-9F8E-247C-E063-792F520ADC46},,,1735787021000,253402300799000,4419493,11865734
25-00000410,1442 SPRING ROAD NW,WASHINGTON,DC,20010.0,S0451,Trash Cart - Delivery,SWMA- Solid Waste Management Admistration,DPW,1,1735767814000,1742575117000.0,1738273414000,1735767814000,,,,Closed,,Standard,,Ward 1,396970.12,141039.97,38.93724156,-77.03494729,258957,,{2AAD347F-9F8B-247C-E063-792F520ADC46},,,1735787021000,253402300799000,4419490,11865731
25-00000415,4521 BURLINGTON PLACE NW,WASHINGTON,DC,20016.0,S0457,Tree Inspection,Urban Forrestry,DDOT,1,1735768016000,1735836805000.0,1736372816000,1735768016000,,,,Closed,,Standard,,Ward 3,392236.14,142519.81,38.95054329,-77.08956675,267571,,{2AAD347F-9F8C-247C-E063-792F520ADC46},,,1735787021000,253402300799000,4419491,11865732
25-00000416,5031 H STREET SE,WASHINGTON,DC,20019.0,S0181,Illegal Dumping,SWMA- Solid Waste Management Admistration,DPW,1,1735768098000,1737924982000.0,1737496098000,1735768098000,,,,Closed,,Standard,,Ward 7,406052.87,134507.71,38.8783811,-76.93024248,14529,,{2AAD347F-9F8D-247C-E063-792F520ADC46},,,1735787021000,253402300799000,4419492,11865733
25-00000420,1905 ROSEDALE STREET NE,WASHINGTON,DC,20002.0,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,1735768255000,1736789046000.0,1737496255000,1735768255000,,,,Closed,,Standard,,Ward 7,402008.94,136533.67,38.89665025,-76.97684164,54429,,{2AAD347F-9F8F-247C-E063-792F520ADC46},,,1735787021000,253402300799000,4419494,11865735
25-00000421,1414 Q STREET NW,WASHINGTON,DC,20009.0,S0477,Scheduled Yard Waste,SWMA- Solid Waste Management Administration,DPW,1,1735768407000,1740510294000.0,1739422740000,1735768407000,,,,Closed,,Standard,,Ward 2,397164.96,138117.95,38.91091972,-77.03268789,225493,,{2AAD347F-9F90-247C-E063-792F520ADC46},,,1735787021000,253402300799000,4419495,11865736
25-00000422,640 MASSACHUSETTS AVENUE NE,WASHINGTON,DC,20002.0,S04TP,Tree Planting,Urban Forrestry,DDOT,1,1735768915000,1741363730000.0,1797544914000,1735768915000,,,,Closed,,Standard,,Ward 6,400259.74,136115.5,38.89288548,-76.99700597,2086,,{2AAD6A21-3CC0-182B-E063-792F520A4EC5},,,1735787921000,253402300799000,4419496,11865737
25-00000426,633 7TH STREET NE,WASHINGTON,DC,20002.0,S0451,Trash Cart - Delivery,SWMA- Solid Waste Management Admistration,DPW,1,1735769079000,1737112825000.0,1738274679000,1735769079000,,,,Closed,,Standard,,Ward 6,400354.66000000003,136719.59,38.89832731,-76.99591151,2598,,{2AAD6A21-3CC1-182B-E063-792F520A4EC5},,,1735787921000,253402300799000,4419497,11865738
25-00000427,46TH STREET NW AND W STREET NW,WASHINGTON,DC,20007.0,S0361,Sidewalk Repair,Toa-Street & Bridge Maintenance,DDOT,1,1735769149000,1741800840000.0,1769724349000,1735769149000,,,,Closed,,Standard,,Ward 3,392005.74005453,139037.78995046,38.91917383,-77.09218416,903857,,{2AAD6A21-3CC2-182B-E063-792F520A4EC5},,,1735787921000,253402300799000,4419498,11865739
25-00000428,30 CHEVY CHASE CIRCLE NW,WASHINGTON,DC,20015.0,GRAFF,Graffiti Removal,SWMA- Solid Waste Management Admistration,DPW,1,1735769517000,1737387207000.0,1736979117000,1735769517000,,,,Closed,,Standard,,Ward 3,393289.37,144343.78,38.96698276,-77.07743416,284546,,{2AAD6A21-3CC3-182B-E063-792F520A4EC5},,,1735787921000,253402300799000,4419499,11865740
25-00000434,1328 WISCONSIN AVENUE NW,WASHINGTON,DC,20007.0,OUTODOR,DOEE - General Air Quality Concerns,Department of Energy and Environment,DOEE,1,1735769585000,1735919334000.0,1736979185000,1735769585000,,,,Closed,,Standard,,Ward 2,394487.03,137734.51,38.90745285,-77.06356123,272140,,{2AAD9FCF-7049-2E3C-E063-792F520AC64A},,,1735788825000,253402300799000,4419500,11865741
25-00000435,420 LONGFELLOW STREET NW,WASHINGTON,DC,20011.0,S0477,Scheduled Yard Waste,SWMA- Solid Waste Management Administration,DPW,1,1735769691000,1739476913000.0,1739422740000,1735769691000,,,,Closed,,Standard,,Ward 4,398372.84,143272.06,38.95735257,-77.01877331,248749,,{2AAD9FCF-704A-2E3C-E063-792F520AC64A},,,1735788825000,253402300799000,4419501,11865742
25-00000439,716 L STREET NE,WASHINGTON,DC,20002.0,S0181,Illegal Dumping,SWMA- Solid Waste Management Admistration,DPW,1,1735769900000,1737559442000.0,1737497900000,1735769900000,,,,Closed (Duplicate),,Standard,,Ward 6,400382.86,137341.57,38.90392998,-76.99558607,77379,,{2AAD9FCF-704E-2E3C-E063-792F520AC64A},,,1735788825000,253402300799000,4419505,11865746
25-00000436,3021 OTIS STREET NE,WASHINGTON,DC,20018.0,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,1735769694000,1735869784000.0,1735856093000,1735769694000,,,,Closed,,Standard,,Ward 5,403005.63,140781.99,38.93491768,-76.96533355,41703,,{2AAD9FCF-704B-2E3C-E063-792F520AC64A},,,1735788825000,253402300799000,4419502,11865743
25-00000437,45TH STREET NW AND VAN NESS STREET NW,WASHINGTON,DC,20016.0,S0457,Tree Inspection,Urban Forrestry,DDOT,1,1735769750000,1735837715000.0,1736374550000,1735769750000,,,,Closed,,Standard,,Ward 3,392390.85000689,141700.31001693,38.94316203,-77.08777287,903069,,{2AAD9FCF-704C-2E3C-E063-792F520AC64A},,,1735788825000,253402300799000,4419503,11865744
25-00000438,3944 MORRISON STREET NW,WASHINGTON,DC,20015.0,S0321,Recycling Collection - Missed,SWMA- Solid Waste Management Administration,DPW,1,1735769817000,1735938194000.0,1735942617000,1735769817000,,,,Closed,,Standard,,Ward 3,393083.97000000003,143989.15,38.96378657,-77.07980069,264837,,{2AAD9FCF-704D-2E3C-E063-792F520AC64A},,,1735788825000,253402300799000,4419504,11865745
25-00000440,5067 6TH PLACE NE,WASHINGTON,DC,20017.0,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,1735769903000,1735915867000.0,1737497903000,1735769903000,,,,Closed,,Standard,,Ward 5,400190.48,142639.33000000002,38.95165425,-76.99780252,306543,,{2AAD9FCF-704F-2E3C-E063-792F520AC64A},,,1735788825000,253402300799000,4419506,11865747
25-00000441,1414 MASSACHUSETTS AVENUE SE,WASHINGTON,DC,20003.0,S0441,Trash Collection - Missed,SWMA- Solid Waste Management Admistration,DPW,1,1735770193000,1735931640000.0,1735942993000,1735770193000,,,,Closed,,Standard,,Ward 6,401313.35000000003,135565.97,38.88793416,-76.98486201,64525,,{2AAD9FCF-7050-2E3C-E063-792F520AC64A},,,1735788825000,253402300799000,4419507,11865748
25-00000442,205 61ST STREET NE,WASHINGTON,DC,20019.0,S0181,Illegal Dumping,SWMA- Solid Waste Management Admistration,DPW,1,1735770238000,1736797406000.0,1737498238000,1735770238000,,,,Closed,,Standard,,Ward 7,407509.49,136044.18,38.89221063,-76.91343859,52205,,{2AAD9FCF-7051-2E3C-E063-792F520AC64A},,,1735788825000,253402300799000,4419508,11865749
25-00000443,1421 A STREET SE,WASHINGTON,DC,20003.0,S0321,Recycling Collection - Missed,SWMA- Solid Waste Management Administration,DPW,1,1735770342000,1735924364000.0,1735943142000,1735770342000,,,,Closed,,Standard,,Ward 6,401321.93,135626.48,38.88847925,-76.984763,64225,,{2AAD9FCF-7052-2E3C-E063-792F520AC64A},,,1735788825000,253402300799000,4419509,11865750
25-00000444,OAKWOOD TERRACE NW AND 17TH STREET NW,WASHINGTON,DC,20010.0,S05SL,Streetlight Repair Investigation,Transportation Operations Administration,DDOT,1,1735770345000,1735915703000.0,1736547944000,1735770345000,,,,Closed,,Standard,,Ward 1,396634.55999483,140724.47001602,38.93439789,-77.03881616,911052,,{2AADD56E-4851-5DF7-E063-792F520ACA80},,,1735789735000,253402300799000,4419510,11865751
25-00000446,1616 BELMONT STREET NW,WASHINGTON,DC,20009.0,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,1735770639000,1736777163000.0,1736830740000,1735770639000,,,,Closed,,Standard,,Ward 1,396693.81,139073.6,38.91952689,-77.03812483,226030,,{2AADD56E-4852-5DF7-E063-792F520ACA80},,,1735789735000,253402300799000,4419511,11865752
25-00000447,5117 LINNEAN AVENUE NW,WASHINGTON,DC,20008.0,S0196,Leaf  Collection Missed,SWMA- Solid Waste Management Admistration,DPW,1,1735770671000,1736041182000.0,1736807471000,1735770671000,,,,Closed,,Standard,,Ward 3,394528.81,143128.99,38.95604822,-77.06312253,219689,,{2AADD56E-4853-5DF7-E063-792F520ACA80},,,1735789735000,253402300799000,4419512,11865753
25-00000448,211 10TH STREET NE,WASHINGTON,DC,20002.0,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,1735770889000,1737814848000.0,1736485140000,1735770889000,,,,Closed,,Standard,,Ward 6,400660.73,136068.95,38.89246593,-76.99238378,51776,,{2AADD56E-4854-5DF7-E063-792F520ACA80},,,1735789735000,253402300799000,4419513,11865754
25-00000449,925 WESTMINSTER STREET NW,WASHINGTON,DC,20001.0,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,1735771023000,1736779016000.0,1736830740000,1735771023000,,,,Closed,,Standard,,Ward 1,397818.85000000003,138569.51,38.91498939,-77.02515,239538,,{2AADD56E-4855-5DF7-E063-792F520ACA80},,,1735789735000,253402300799000,4419514,11865755
25-00000450,761 19TH STREET NE,WASHINGTON,DC,20002.0,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,1735771040000,1735911622000.0,1736375840000,1735771040000,,,,Closed,,Standard,,Ward 5,402083.17,136815.81,38.89919169,-76.97598509,79133,,{2AADD56E-4856-5DF7-E063-792F520ACA80},,,1735789735000,253402300799000,4419515,11865756
25-00000452,232 9TH STREET NE,WASHINGTON,DC,20002.0,S0321,Recycling Collection - Missed,SWMA- Solid Waste Management Administration,DPW,1,1735771278000,1735924041000.0,1735944077000,1735771278000,,,,Closed (Duplicate),,Standard,,Ward 6,400520.12,136115.23,38.89288259,-76.99400455,48675,,{2AADD56E-4857-5DF7-E063-792F520ACA80},,,1735789735000,253402300799000,4419516,11865757
25-00000457,511 5TH STREET SE,WASHINGTON,DC,20003.0,S0477,Scheduled Yard Waste,SWMA- Solid Waste Management Administration,DPW,1,1735771840000,1739808106000.0,1739595540000,1735771840000,,,,Closed,,Standard,,Ward 6,400017.5,134941.92,38.88231313,-76.99979831,13299,,{2AAE0B26-70CE-51C3-E063-782F520A7E22},,,1735790626000,253402300799000,4419517,11865995
25-00000458,4300 - 4399 BLOCK OF NEW HAMPSHIRE AVENUE NW,WASHINGTON,DC,,S0196,Leaf  Collection Missed,SWMA- Solid Waste Management Admistration,DPW,1,1735771983000,1735852276000.0,1736808783000,1735771983000,,,,Closed,,Standard,,Ward 4,-77.0186663,38.94390794,38.94390794,-77.0186663,808137,,{2AAE0B26-70CF-51C3-E063-782F520A7E22},,,1735790626000,253402300799000,4419518,11865996
